"Country","Wikidata","Commodity","CommodityType","Year","ApparentUse","Production"
"Austria","http://wikidata.org/entity/Q40","BARLEY","CEREAL","2011","882.412626","859.38"
"Austria","http://wikidata.org/entity/Q40","BARLEY","CEREAL","2012","754.2476340000001","662.47"
"Austria","http://wikidata.org/entity/Q40","BARLEY","CEREAL","2013","829.495535","734.05"
"Austria","http://wikidata.org/entity/Q40","BARLEY","CEREAL","2014","935.3228939999999","845.71"
"Austria","http://wikidata.org/entity/Q40","BARLEY","CEREAL","2015","919.8436419999998","840.43"
"Austria","http://wikidata.org/entity/Q40","BARLEY","CEREAL","2016","906.296724","859.7"
"Austria","http://wikidata.org/entity/Q40","BARLEY","CEREAL","2017","868.229611","782.03"
"Austria","http://wikidata.org/entity/Q40","BARLEY","CEREAL","2018","817.8794300000001","695.07"
"Austria","http://wikidata.org/entity/Q40","BARLEY","CEREAL","2019","964.3850300000001","832.97"
"Austria","http://wikidata.org/entity/Q40","BARLEY","CEREAL","2020","935.4705860000001","869.92"
"Austria","http://wikidata.org/entity/Q40","BARLEY","CEREAL","2021","","738.24"
"Austria","http://wikidata.org/entity/Q40","BARLEY","CEREAL","2022","","803.2616"
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2002","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2003","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2004","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2005","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2006","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2007","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2008","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2009","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2010","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2011","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2012","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2013","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2014","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2015","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2016","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2017","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2018","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2019","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2020","",""
"Austria","http://wikidata.org/entity/Q40","BOVINE","MEAT","2021","",""
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2002","33.311026","30.14"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2003","36.861650999999995","29.13"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2004","37.03121","28.58"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2005","35.796957000000006","27.66"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2006","36.92355","29.5"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2007","36.12231","31.15"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2008","36.22475","29.85"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2009","36.12826","29.31"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2010","36.4688525","29.4"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2011","39.457321300000004","31.28"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2012","39.96191912186116","31.852927621861152"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2013","39.56574266144755","31.03049926144756"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2014","42.691388700000005","32.39"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2015","40.3292369","32.5"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2016","40.5970535","33.12"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2017","41.324896700000004","35.24"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2018","42.9634755","35.77"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2019","43.3316528","33.47"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2020","46.67805470000001","35.7"
"Austria","http://wikidata.org/entity/Q40","BUTTER (80-90% FAT)","DAIRY","2021","",""
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2002","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2003","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2004","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2005","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2006","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2007","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2008","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2009","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2010","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2011","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2012","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2013","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2014","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2015","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2016","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2017","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2018","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2019","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2020","","0"
"Austria","http://wikidata.org/entity/Q40","BUTTERMILK","DAIRY","2021","",""
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2002","21.85818599999999","56.91"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2003","29.71640200000001","58.5"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2004","22.013600000000004","59.2"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2005","23.306200000000004","59"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2006","34.646799999999985","64.08"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2007","54.254999999999995","62.87"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2008","50.260699999999986","62.3"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2009","55.285599999999995","61.129999999999995"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2010","57.982461","61.64"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2011","67.467635","63.25"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2012","61.470244000000015","62.760000000000005"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2013","68.744741","70.2"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2014","65.469205","70.12"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2015","69.726849","73.26"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2016","64.70720299999999","75.38"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2017","66.90769","74.29"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2018","64.61104499999999","73.63"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2019","69.12079899999999","72.97"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2020","66.05359899999999","70.69"
"Austria","http://wikidata.org/entity/Q40","CREAM FOR DIRECT CONSUMPTION","DAIRY","2021","",""
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2002","-6.809634999999844","530.76"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2003","69.96112700000015","540.66"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2004","42.698100000000295","556.7"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2005","88.51600000000008","571.2"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2006","88.29410000000007","620.45"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2007","93.47889999999995","664.37"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2008","71.03300000000002","710.77"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2009","79.25310000000002","716.02"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2010","114.13115000000016","728.34"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2011","92.8515920000001","752.32"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2012","43.08175799999992","769.91"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2013","65.78815500000007","787.55"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2014","94.36121500000002","741.46"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2015","152.0737539999999","760.26"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2016","330.84796200000005","793.74"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2017","311.28045599999996","784.59"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2018","349.12291600000003","798.86"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2019","268.449526","787.8"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2020","339.51293799999985","843.14"
"Austria","http://wikidata.org/entity/Q40","DRINKING MILK","DAIRY","2021","",""
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2002","","49.5"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2003","","63.8"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2004","","88.6"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2005","","62.7"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2006","","76.6"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2007","","53.2"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2008","","91.3"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2009","","66.7"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2010","","78.73"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2011","","78"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2012","","43.68"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2013","","63.14"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2014","","66.86"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2015","","88.48"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2016","","123.99"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2017","","91.61"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2018","","91.39"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2019","","80.71"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2020","","79.33"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2021","","87.75"
"Austria","http://wikidata.org/entity/Q40","DURUM WHEAT","CEREAL","2022","","94.23340000000002"
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2002","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2003","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2004","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2005","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2006","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2007","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2008","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2009","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2010","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2011","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2012","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2013","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2014","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2015","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2016","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2017","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2018","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2019","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN AND VIRGIN OTHER THAN LAMPANTE OLIVE OIL","SPECIALISED CROPS","2020","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2002","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2003","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2004","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2005","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2006","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2007","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2008","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2009","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2010","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2011","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2012","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2013","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2014","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2015","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2016","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2017","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2018","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2019","",""
"Austria","http://wikidata.org/entity/Q40","EXTRA VIRGIN OLIVE OIL","SPECIALISED CROPS","2020","",""
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2002","155.6111679999998","788.03"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2003","250.65290499999992","820.37"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2004","211.89152100000013","847"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2005","291.14779999999996","882.26"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2006","323.15185599999995","967.31"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2007","341.92458499999964","1027.55"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2008","316.85400000000004","1082.38"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2009","332.08579999999984","1084.22"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2010","372.5805210000002","1092.18"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2011","357.0526840000001","1115.52"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2012","299.9895680000001","1133.55"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2013","333.5982019999999","1160.7"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2014","362.0198049999999","1117.29"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2015","435.25421400000005","1138.3"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2016","621.9029800000001","1184.29"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2017","620.4729919999999","1188.55"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2018","657.3866330000001","1199.97"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2019","591.7232980000003","1197.5"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2020","643.8351139999999","1252.31"
"Austria","http://wikidata.org/entity/Q40","FRESH DAIRY PRODUCTS","DAIRY","2021","",""
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2002","1542.867339","1666.6"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2003","1333.6766559999999","1452.1"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2004","1702.7561879999998","1653.7"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2005","1495.979018","1724.8"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2006","1424.134972","1471.7"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2007","1580.458569","1696.5"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2008","2030.599081","2147.2"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2009","1964.027266","1890.5"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2010","2534.173933","1955.99"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2011","2719.3435499999996","2453.13"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2012","2487.4936699999994","2351.37"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2013","2492.863265","1639.02"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2014","2982.371339","2334.39"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2015","2427.139125","1637.91"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2016","2766.734101","2179.59"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2017","2786.88267","2075.98"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2018","3044.156763","2130.34"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2019","3110.054858","2298.88"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2020","2861.223814","2411.93"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2021","","2434.9"
"Austria","http://wikidata.org/entity/Q40","GRAIN MAIZE","CEREAL","2022","","2401.0707378197812"
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2002","",""
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2003","",""
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2004","",""
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2005","",""
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2006","",""
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2007","",""
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2008","",""
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2009","",""
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2010","",""
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2011","",""
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2012","",""
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2013","",""
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2014","",""
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2015","",""
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2016","",""
"Austria","http://wikidata.org/entity/Q40","LAMPANTE OLIVE OIL","SPECIALISED CROPS","2017","",""
